time	V(n001)	-I(V1)
Step Information: X=1  (Run: 1/5)
8.544921875000118e-003	8.789791e-001	1.769799e-004
9.619140625000133e-003	9.351483e-001	1.885901e-004
1.069335937500015e-002	9.743027e-001	1.968185e-004
1.176757812500016e-002	9.957299e-001	2.014999e-004
1.284179687500016e-002	9.990401e-001	2.025311e-004
1.391601562500010e-002	9.841731e-001	1.998738e-004
1.499023437500004e-002	9.513992e-001	1.935569e-004
1.606445312499998e-002	9.013149e-001	1.836773e-004
1.713867187499991e-002	8.348315e-001	1.703996e-004
1.821289062499985e-002	7.531585e-001	1.539540e-004
1.928710937499979e-002	6.577820e-001	1.346336e-004
2.036132812499973e-002	5.504372e-001	1.127890e-004
2.143554687499967e-002	4.330775e-001	8.882240e-005
2.250976562499961e-002	3.078381e-001	6.318002e-005
2.358398437499955e-002	1.769976e-001	3.634309e-005
2.465820312499949e-002	4.293664e-002	8.818042e-006
2.553710937499944e-002	-6.744138e-002	-1.385040e-005
2.661132812499938e-002	-2.010971e-001	-4.128881e-005
2.768554687499931e-002	-3.310938e-001	-6.794563e-005
2.875976562499925e-002	-4.550664e-001	-9.331820e-005
2.885742187499925e-002	-4.659590e-001	-9.554442e-005
2.993164062499919e-002	-5.807921e-001	-1.189748e-004
3.100585937499913e-002	-6.850579e-001	-1.401689e-004
3.208007812499907e-002	-7.768592e-001	-1.587377e-004
3.315429687499900e-002	-8.545258e-001	-1.743458e-004
3.422851562499894e-002	-9.166446e-001	-1.867169e-004
3.530273437499888e-002	-9.620852e-001	-1.956383e-004
3.637695312499882e-002	-9.900209e-001	-2.009639e-004
3.745117187499876e-002	-9.999435e-001	-2.026152e-004
3.852539062499870e-002	-9.916724e-001	-2.005820e-004
3.959960937499864e-002	-9.653581e-001	-1.949203e-004
4.067382812499858e-002	-9.214793e-001	-1.857507e-004
4.174804687499852e-002	-8.608345e-001	-1.732545e-004
4.282226562499845e-002	-7.845271e-001	-1.576698e-004
4.389648437499839e-002	-6.939453e-001	-1.392860e-004
4.497070312499833e-002	-5.907375e-001	-1.184386e-004
4.604492187499827e-002	-4.767813e-001	-9.550319e-005
4.711914062499821e-002	-3.541502e-001	-7.088846e-005
4.819335937499815e-002	-2.250754e-001	-4.502981e-005
4.926757812499809e-002	-9.190550e-002	-1.838211e-005
4.995117187499805e-002	-6.135731e-003	-1.227148e-006
5.000000000000000e-002	0.000000e+000	-4.152447e-026
