 Information: X=5  (Run: 5/5)
0.000000000000000e+000	-2.449213e-016	-1.224606e-019
1.025390625000011e-003	1.284933e-001	6.426646e-005
2.099609375000026e-003	2.607843e-001	1.305587e-004
3.173828125000042e-003	3.883304e-001	1.947283e-004
4.248046875000057e-003	5.088110e-001	2.557185e-004
5.322265625000072e-003	6.200339e-001	3.125077e-004
6.396484375000087e-003	7.199754e-001	3.641229e-004
7.470703125000103e-003	8.068172e-001	4.096525e-004
8.544921875000118e-003	8.789791e-001	4.482601e-004
9.619140625000133e-003	9.351483e-001	4.791987e-004
1.069335937500015e-002	9.743027e-001	5.018259e-004
1.176757812500016e-002	9.957299e-001	5.156194e-004
1.284179687500016e-002	9.990401e-001	5.201925e-004
1.391601562500010e-002	9.841731e-001	5.153101e-004
1.499023437500004e-002	9.513992e-001	5.009029e-004
1.606445312499998e-002	9.013149e-001	4.770811e-004
1.713867187499991e-002	8.348315e-001	4.441438e-004
1.821289062499985e-002	7.531585e-001	4.025854e-004
1.928710937499979e-002	6.577820e-001	3.530968e-004
2.026367187499974e-002	5.606405e-001	3.019637e-004
2.124023437499968e-002	4.550664e-001	2.457937e-004
2.221679687499963e-002	3.426478e-001	1.854867e-004
2.319335937499957e-002	2.250754e-001	1.220354e-004
2.416992187499951e-002	1.041177e-001	5.650481e-005
2.495117187499947e-002	6.135654e-003	3.330656e-006
2.563476562499943e-002	-7.967944e-002	-4.324661e-005
2.661132812499938e-002	-2.010971e-001	-1.090605e-004
2.758789062499932e-002	-3.194900e-001	-1.730148e-004
2.856445312499926e-002	-4.330775e-001	-2.340327e-004
2.885742187499925e-002	-4.659590e-001	-2.516125e-004
2.983398437499919e-002	-5.707592e-001	-3.073176e-004
3.090820312499913e-002	-6.760672e-001	-3.626473e-004
3.198242187499907e-002	-7.690744e-001	-4.107541e-004
3.305664062499901e-002	-8.480884e-001	-4.507907e-004
3.413085937499895e-002	-9.116717e-001	-4.821018e-004
3.520507812499889e-002	-9.586674e-001	-5.042284e-004
3.627929687499883e-002	-9.882203e-001	-5.169065e-004
3.735351562499877e-002	-9.997929e-001	-5.200596e-004
3.842773437499870e-002	-9.931746e-001	-5.137880e-004
3.950195312499864e-002	-9.684856e-001	-4.983554e-004
4.057617187499858e-002	-9.261754e-001	-4.741744e-004
4.165039062499852e-002	-8.670136e-001	-4.417904e-004
4.272460937499846e-002	-7.920767e-001	-4.018659e-004
4.379882812499840e-002	-7.027283e-001	-3.551652e-004
4.487304687499834e-002	-6.005939e-001	-3.025394e-004
4.594726562499828e-002	-4.875318e-001	-2.449125e-004
4.702148437499822e-002	-3.655992e-001	-1.832671e-004
4.809570312499815e-002	-2.370147e-001	-1.186320e-004
4.916992187499809e-002	-1.041177e-001	-5.206946e-005
4.995117187499805e-002	-6.135731e-003	-3.067876e-006
5.000000000000000e-002	0.000000e+000	-5.642370e-040
